trip_id,person_id,household_id,age,sex,employment,purpose,mode,duration_min,distance_km,num_persons,household_income,car_ownership
2119104381,2119104381,211910438,66 and more,Man,Working at full time job(s),Usual workplace,Car as driver,90.0,22.5,1,0.6578800871293811,One
2119104391,2119104391,211910439,46-55 years,Woman,Housewife/ houseman,,,,,1,0.8987541627278769,None
2119104561,2119104561,211910456,46-55 years,Woman,Housewife/ houseman,University,Marshrutka (local),100.0,25.0,1,0.8987541627278769,None
2119104571,2119104571,211910457,36-45 years,Woman,Housewife/ houseman,Health center/Doctor,Bus (local bus),80.0,20.0,1,0.8182308142103268,None
2119104581,2119104581,211910458,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),20.0,5.0,3,0.8987541627278769,None
2119104582,2119104582,211910458,46-55 years,Man,Working at full time job(s),,,,,3,1.318947547664047,None
2119104583,2119104583,211910458,18-24 years,Man,Student (of university or vocational college),University,Bus (local bus),60.0,15.0,3,1.3467554790918572,None
2119104591,2119104591,211910459,36-45 years,Woman,Housewife/ houseman,Special School,Bus (local bus),30.0,7.5,1,0.8182308142103268,None
2119111261,2119111261,211911126,36-45 years,Woman,Housewife/ houseman,Secondary School,Bus (local bus),40.0,10.0,2,0.8182308142103268,None
2119111264,2119111264,211911126,16-17 years,Man,Studying at school,,,,,2,0.9712376361785787,None
2119111271,2119111271,211911127,36-45 years,Woman,Working at full time job(s),,,,,2,0.8182308142103268,None
2119111272,2119111272,211911127,36-45 years,Man,"Unemployed, searching for job","Car service (service centres, fuel stations, carwash etc)",Car as driver,30.0,7.5,2,1.226524444430224,One
2119111281,2119111281,211911128,25-35 years,Woman,Housewife/ houseman,Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),20.0,5.0,1,1.0405488309535824,None
2119111291,2119111291,211911129,46-55 years,Woman,Working at full time job(s),Usual workplace,Car as passenger,10.0,2.5,2,0.8987541627278769,One
2119111292,2119111292,211911129,46-55 years,Man,"Unemployed, searching for job",Spouse's job,Car as driver,10.0,2.5,2,1.318947547664047,One
2119113841,2119113841,211911384,18-24 years,Man,Working at full time job(s),Domicile,Car as driver,20.0,5.0,4,1.4227692967430017,One
2119113842,2119113842,211911384,18-24 years,Woman,Both studying and working,,,,,4,1.3947980289053323,None
2119113844,2119113844,211911384,46-55 years,Woman,Working at full time job(s),Usual workplace,Car as passenger,25.0,6.25,4,0.9803635972195814,One
2119113845,2119113845,211911384,16-17 years,Woman,Studying at school,,,,,4,0.6605522481665052,None
2119114591,2119114591,211911459,46-55 years,Woman,Housewife/ houseman,Sport and body-care activities,Marshrutka (local),15.0,3.75,1,8.23147982422885,None
2119114701,2119114701,211911470,66 and more,Woman,Working at part time job(s),,,,,1,0.43361213794156067,None
2119114911,2119114911,211911491,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2119114921,2119114921,211911492,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2119115091,2119115091,211911509,25-35 years,Woman,Working at full time job(s),,,,,1,1.0405488309535824,None
2119115101,2119115101,211911510,56-65 years,Man,"Retired, not working","Services and administrative needs (city service centers, banks, etc)",Marshrutka (local),60.0,15.0,1,0.9454076260111136,None
2119115111,2119115111,211911511,66 and more,Man,"Retired, not working","Daily needs shopping (in small nearby stores, on street markets etc)",Bus (local bus),40.0,10.0,1,0.6578800871293811,None
2119115121,2119115121,211911512,25-35 years,Man,Working at full time job(s),"Visiting home of other people (parents, relatives, friends etc)",Car as driver,120.0,30.0,1,1.5166038838578633,One
2119115131,2119115131,211911513,46-55 years,Man,Working at full time job(s),Usual workplace,Marshrutka (local),60.0,15.0,1,1.318947547664047,None
2119126871,2119126871,211912687,66 and more,Woman,"Retired, but working",Domicile,Bus (local bus),5.0,1.25,1,0.5761899646958017,None
2119126881,2119126881,211912688,66 and more,Man,"Retired, not working","Daily needs shopping (in small nearby stores, on street markets etc)",Bus (local bus),15.0,3.75,1,0.6578800871293811,None
2119126891,2119126891,211912689,66 and more,Man,"Retired, not working",,,,,1,0.6578800871293811,None
2119126901,2119126901,211912690,46-55 years,Woman,"Unemployed, not searching for job",Secondary School,Bus (local bus),5.0,1.25,2,0.8987541627278769,None
2119126902,2119126902,211912690,14-15 years,Woman,Studying at school,Secondary School,Bus (local bus),15.0,3.75,2,0.6792175002843309,None
2119126911,2119126911,211912691,36-45 years,Man,"Unemployed, searching for job",,,,,2,1.226524444430224,None
2119126912,2119126912,211912691,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2119131901,2119131901,211913190,36-45 years,Woman,Working at full time job(s),Usual workplace,Walking,15.0,3.75,2,0.8182308142103268,One
2119131902,2119131902,211913190,46-55 years,Man,Working at full time job(s),Usual workplace,Walking,30.0,7.5,2,1.318947547664047,One
2119136781,2119136781,211913678,56-65 years,Woman,Housewife/ houseman,,,,,2,0.6176219872727928,None
2119136782,2119136782,211913678,56-65 years,Man,Person with Disabilities,,,,,2,0.7599740695517776,None
2119149461,2119149461,211914946,36-45 years,Woman,Housewife/ houseman,,,,,3,0.5708711729343885,None
2119149462,2119149462,211914946,18-24 years,Man,Student (of university or vocational college),University,Marshrutka (local),120.0,30.0,3,1.4227692967430017,None
2119149463,2119149463,211914946,36-45 years,Man,"Unemployed, searching for job",,,,,3,1.08407325019841,None
2119157181,2119157181,211915718,25-35 years,Woman,Working at full time job(s),Usual workplace,Car pickup (poputka),15.0,3.75,3,1.0405488309535824,None
2119157182,2119157182,211915718,56-65 years,Woman,Working at part time job(s),,,,,3,0.6254296922541548,None
2119157183,2119157183,211915718,56-65 years,Woman,Working at part time job(s),,,,,3,0.6254296922541548,None
2119158371,2119158371,211915837,18-24 years,Woman,Working at part time job(s),Sport and body-care activities,Bus (local bus),30.0,7.5,5,1.1680184442194046,None
2119158372,2119158372,211915837,18-24 years,Man,"Unemployed, not searching for job",,,,,5,1.3467554790918572,None
2119158373,2119158373,211915837,18-24 years,Woman,Student (of university or vocational college),"Cultural site (cinema, theaters, concert hall)",Metro,25.0,6.25,5,1.1680184442194046,None
2119158374,2119158374,211915837,46-55 years,Woman,Working at full time job(s),,,,,5,0.8987541627278769,None
2119158375,2119158375,211915837,46-55 years,Man,Working at full time job(s),,,,,5,1.318947547664047,None
2119160201,2119160201,211916020,66 and more,Woman,"Retired, not working","Daily needs shopping (in small nearby stores, on street markets etc)",Walking,20.0,5.0,2,0.5761899646958017,One
2119160202,2119160202,211916020,36-45 years,Man,Working at full time job(s),Airport,Car as driver,45.0,11.25,2,1.226524444430224,One
2119160491,2119160491,211916049,36-45 years,Woman,Working at full time job(s),,,,,4,0.8182308142103268,None
2119160492,2119160492,211916049,66 and more,Man,Working at full time job(s),Usual workplace,Car as driver,30.0,7.5,4,0.6578800871293811,One
2119160493,2119160493,211916049,66 and more,Woman,Working at full time job(s),,,,,4,0.5761899646958017,None
2119160494,2119160494,211916049,36-45 years,Man,Working at full time job(s),Usual workplace,Car as driver,20.0,5.0,4,1.226524444430224,One
2119160501,2119160501,211916050,66 and more,Man,"Retired, not working",Church/other service,Bus (local bus),90.0,22.5,2,0.6578800871293811,None
2119160502,2119160502,211916050,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2119163451,2119163451,211916345,56-65 years,Woman,Self-employed,"Services and administrative needs (city service centers, banks, etc)",Bus (local bus),40.0,10.0,1,4.44257048266213,None
2119163461,2119163461,211916346,36-45 years,Woman,Housewife/ houseman,,,,,2,9.272475288187472,None
2119163462,2119163462,211916346,18-24 years,Man,Student (of university or vocational college),University,Intercity marshrutka (regional and long-distance),90.0,22.5,2,11.07114517211258,None
2119163471,2119163471,211916347,16-17 years,Woman,Studying at school,Secondary School,Walking,10.0,2.5,3,5.9600316854111375,None
2119163472,2119163472,211916347,46-55 years,Woman,Working at part time job(s),,,,,3,8.23147982422885,None
2119163473,2119163473,211916347,18-24 years,Man,"Unemployed, searching for job",,,,,3,11.07114517211258,None
2119170231,2119170231,211917023,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),20.0,5.0,1,8.23147982422885,None
2119181901,2119181901,211918190,66 and more,Man,Working at full time job(s),Domicile,Car as driver,90.0,22.5,3,4.885387311284171,One
2119181902,2119181902,211918190,66 and more,Woman,"Retired, not working",Domicile,Car as passenger,90.0,22.5,3,4.44257048266213,One
2119181903,2119181903,211918190,25-35 years,Woman,Housewife/ houseman,Big shopping (in shopping malls / supermarkets / big markets / bazar),Car as passenger,15.0,3.75,3,16.907555589877518,None
2119182541,2119182541,211918254,46-55 years,Woman,Housewife/ houseman,"Accompanying/picking kids to/from nursery, kindergarten",Bus (local bus),12.0,3.0,4,0.8987541627278769,None
2119182543,2119182543,211918254,25-35 years,Woman,Self-employed,"Visiting home of other people (parents, relatives, friends etc)",Taxi passenger,15.0,3.75,4,1.0405488309535824,None
2119182544,2119182544,211918254,25-35 years,Woman,Working at part time job(s),Usual workplace,Metro,90.0,22.5,4,1.0405488309535824,None
2119182547,2119182547,211918254,66 and more,Woman,"Retired, not working",,,,,4,0.5761899646958017,None
2119182551,2119182551,211918255,36-45 years,Woman,Self-employed,Secondary School,Walking,15.0,3.75,2,0.8182308142103268,None
2119182552,2119182552,211918255,36-45 years,Man,Working at full time job(s),,,,,2,1.226524444430224,None
2119184021,2119184021,211918402,66 and more,Man,"Retired, not working","Daily needs shopping (in small nearby stores, on street markets etc)",Bus (local bus),20.0,5.0,1,0.6578800871293811,None
2119184031,2119184031,211918403,36-45 years,Man,Working at full time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Walking,10.0,2.5,2,1.226524444430224,One
2119184032,2119184032,211918403,36-45 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),20.0,5.0,2,0.8182308142103268,One
2119184041,2119184041,211918404,18-24 years,Woman,Student (of university or vocational college),,,,,3,1.1680184442194046,None
2119184042,2119184042,211918404,25-35 years,Man,Working at part time job(s),Usual workplace,Car as driver,30.0,7.5,3,1.5166038838578633,One
2119184043,2119184043,211918404,66 and more,Woman,"Retired, not working",,,,,3,0.5761899646958017,None
2119184051,2119184051,211918405,66 and more,Man,Working at full time job(s),Usual workplace,Bus (local bus),60.0,15.0,2,0.6578800871293811,None
2119184052,2119184052,211918405,56-65 years,Woman,"Retired, not working",Secondary School,Bus (local bus),10.0,2.5,2,0.6254296922541548,One
2119197121,2119197121,211919712,66 and more,Woman,"Retired, not working",Domicile,Walking,30.0,7.5,3,0.5761899646958017,One
2119197122,2119197122,211919712,46-55 years,Man,"Unemployed, not searching for job",Big shopping (in shopping malls / supermarkets / big markets / bazar),Car as driver,40.0,10.0,3,1.318947547664047,One
2119197123,2119197123,211919712,46-55 years,Woman,"Retired, not working",,,,,3,0.8987541627278769,None
2119197131,2119197131,211919713,25-35 years,Man,Working at full time job(s),Usual workplace,Metro,40.0,10.0,1,1.5166038838578633,None
2119197141,2119197141,211919714,56-65 years,Woman,Housewife/ houseman,Big shopping (in shopping malls / supermarkets / big markets / bazar),Car as passenger,60.0,15.0,1,0.6254296922541548,None
2119202701,2119202701,211920270,46-55 years,Man,Working at part time job(s),Not usual workplace/ on some work tasks,Walking,20.0,5.0,5,18.982593336235098,None
2119202702,2119202702,211920270,36-45 years,Woman,Housewife/ houseman,,,,,5,9.272475288187472,None
2119202703,2119202703,211920270,18-24 years,Man,Student (of university or vocational college),,,,,5,11.07114517211258,None
2119202704,2119202704,211920270,16-17 years,Man,Studying at school,,,,,5,4.549992901594249,None
2119202705,2119202705,211920270,14-15 years,Man,Studying at school,,,,,5,4.891959581209663,None
2119202931,2119202931,211920293,36-45 years,Man,Working at full time job(s),Not usual workplace/ on some work tasks,Car as driver,45.0,11.25,5,1.226524444430224,One
2119202932,2119202932,211920293,66 and more,Man,"Retired, not working","Visiting home of other people (parents, relatives, friends etc)",Car as driver,25.0,6.25,5,0.6578800871293811,One
2119202933,2119202933,211920293,14-15 years,Woman,Studying at school,Secondary School,Walking,20.0,5.0,5,0.6792175002843309,One
2119202934,2119202934,211920293,36-45 years,Woman,Working at full time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),20.0,5.0,5,0.8182308142103268,One
2119202935,2119202935,211920293,66 and more,Woman,"Retired, not working",,,,,5,0.5761899646958017,None
2119212531,2119212531,211921253,25-35 years,Woman,Working at part time job(s),,,,,1,1.0405488309535824,None
2119212541,2119212541,211921254,56-65 years,Woman,Housewife/ houseman,,,,,1,0.6254296922541548,None
2119212551,2119212551,211921255,36-45 years,Woman,Housewife/ houseman,Health center/Doctor,Bus (local bus),30.0,7.5,2,0.8182308142103268,None
2119212552,2119212552,211921255,36-45 years,Man,Self-employed,,,,,2,1.226524444430224,None
2119212561,2119212561,211921256,36-45 years,Woman,Housewife/ houseman,"Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),80.0,20.0,1,0.8182308142103268,None
2119212571,2119212571,211921257,46-55 years,Woman,Working at part time job(s),Usual workplace,Marshrutka (local),20.0,5.0,1,0.8987541627278769,None
2119238431,2119238431,211923843,25-35 years,Woman,Working at part time job(s),Usual workplace,Metro,45.0,11.25,3,1.0405488309535824,None
2119238432,2119238432,211923843,25-35 years,Woman,Working at full time job(s),,,,,3,1.0405488309535824,None
2119238433,2119238433,211923843,25-35 years,Man,Working at full time job(s),Accompanying/picking kids to/from school,Car as driver,20.0,5.0,3,1.5166038838578633,One
2119238551,2119238551,211923855,18-24 years,Woman,Working at part time job(s),Usual workplace,Bus (local bus),15.0,3.75,2,1.1680184442194046,None
2119238552,2119238552,211923855,46-55 years,Woman,"Unemployed, not searching for job","Services and administrative needs (city service centers, banks, etc)",Marshrutka (local),25.0,6.25,2,0.8987541627278769,None
2119268161,2119268161,211926816,56-65 years,Woman,Working at full time job(s),Usual workplace,Walking,10.0,2.5,1,0.6254296922541548,None
2119268171,2119268171,211926817,36-45 years,Man,"Unemployed, not searching for job",,,,,4,1.226524444430224,None
2119268172,2119268172,211926817,36-45 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),15.0,3.75,4,0.8182308142103268,None
2119268173,2119268173,211926817,14-15 years,Woman,Studying at school,Secondary School,Walking,15.0,3.75,4,0.6792175002843309,None
2119268174,2119268174,211926817,25-35 years,Man,Working at full time job(s),Usual workplace,Bus (local bus),60.0,15.0,4,1.5166038838578633,None
2119431381,2119431381,211943138,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2119431382,2119431382,211943138,56-65 years,Woman,Working at part time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),90.0,22.5,2,0.6254296922541548,None
2119435361,2119435361,211943536,46-55 years,Man,"Unemployed, searching for job",,,,,1,1.318947547664047,None
2119442001,2119442001,211944200,25-35 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),30.0,7.5,1,1.0405488309535824,None
2119447961,2119447961,211944796,66 and more,Woman,"Retired, not working",,,,,1,4.44257048266213,None
2119447971,2119447971,211944797,36-45 years,Man,Working at full time job(s),Usual workplace,Car as driver,95.0,23.75,2,18.982593336235098,One
2119447972,2119447972,211944797,25-35 years,Woman,"Unemployed, not searching for job",,,,,2,16.907555589877518,None
2119447981,2119447981,211944798,18-24 years,Woman,"Unemployed, not searching for job",,,,,1,13.82402214910604,None
2119447991,2119447991,211944799,66 and more,Woman,"Retired, not working",,,,,1,4.44257048266213,None
2119448001,2119448001,211944800,36-45 years,Man,Working at full time job(s),Usual workplace,Car as driver,40.0,10.0,1,18.982593336235098,One
2119449981,2119449981,211944998,66 and more,Woman,Working at full time job(s),Usual workplace,Marshrutka (local),60.0,15.0,2,0.5761899646958017,None
2119449982,2119449982,211944998,66 and more,Man,"Retired, not working",,,,,2,0.6578800871293811,None
2119493711,2119493711,211949371,66 and more,Woman,Working at full time job(s),Usual workplace,Bus (local bus),64.0,16.0,1,0.5761899646958017,None
2119493721,2119493721,211949372,36-45 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),30.0,7.5,4,0.8182308142103268,None
2119493722,2119493722,211949372,46-55 years,Man,Working at full time job(s),Usual workplace,Car as driver,60.0,15.0,4,1.318947547664047,One
2119493723,2119493723,211949372,66 and more,Woman,"Retired, not working",,,,,4,0.5761899646958017,None
2119493724,2119493724,211949372,66 and more,Man,"Retired, not working",,,,,4,0.6578800871293811,None
2119522971,2119522971,211952297,66 and more,Woman,"Retired, not working",,,,,4,0.5761899646958017,None
2119522972,2119522972,211952297,36-45 years,Man,Working at full time job(s),Usual workplace,Walking,40.0,10.0,4,1.226524444430224,One
2119522973,2119522973,211952297,36-45 years,Woman,In maternity leave,,,,,4,0.8182308142103268,None
2119522974,2119522974,211952297,16-17 years,Woman,Studying at school,,,,,4,0.9085998630188142,None
2119522981,2119522981,211952298,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
